round,alive_nodes,dead_nodes,residual_energy,energy_consumed_round,throughput_round,cumulative_throughput
518,15,39,2.426447,0.036499,7,12670
519,15,39,2.419142,0.007304,6,12676
520,15,39,2.400707,0.018435,8,12684
521,15,39,2.367603,0.033104,6,12690
522,15,39,2.33707,0.030533,6,12696
523,15,39,2.329827,0.007243,5,12701
524,15,39,2.321976,0.007851,5,12706
525,15,39,2.28769,0.034286,6,12712
526,15,39,2.272765,0.014925,3,12715
527,15,39,2.240438,0.032327,6,12721
528,15,39,2.23453,0.005908,1,12722
529,15,39,2.214852,0.019678,4,12726
530,15,39,2.197921,0.016931,3,12729
531,15,39,2.180989,0.016931,3,12732
532,15,39,2.160992,0.019998,4,12736
533,15,39,2.133754,0.027238,5,12741
534,15,39,2.127926,0.005828,3,12744
535,15,39,2.119339,0.008587,4,12748
536,15,39,2.111401,0.007938,8,12756
537,14,40,2.102244,0.011859,2,12758
538,14,40,2.094707,0.007536,5,12763
539,14,40,2.083061,0.011647,5,12768
540,14,40,2.071979,0.011082,4,12772
541,13,41,2.070503,0.004873,1,12773
542,12,42,2.058325,0.014424,3,12776
543,12,42,2.051253,0.007072,4,12780
544,12,42,2.025322,0.025931,5,12785
545,12,42,2.020237,0.005084,1,12786
546,12,42,2.01439,0.005847,2,12788
547,12,42,1.999285,0.015106,3,12791
548,12,42,1.988565,0.010719,2,12793
549,12,42,1.977093,0.011472,2,12795
550,12,42,1.97008,0.007014,5,12800
551,12,42,1.950061,0.020019,4,12804
552,12,42,1.933973,0.016088,3,12807
553,12,42,1.913588,0.020385,4,12811
554,12,42,1.892611,0.020977,4,12815
555,12,42,1.88192,0.010691,2,12817
556,12,42,1.871515,0.010405,2,12819
557,12,42,1.865705,0.00581,3,12822
558,12,42,1.855352,0.010353,2,12824
559,12,42,1.850569,0.004783,1,12825
560,12,42,1.844864,0.005704,2,12827
561,12,42,1.83421,0.010654,2,12829
562,11,43,1.816629,0.021042,4,12833
563,11,43,1.79135,0.025279,5,12838
564,11,43,1.791328,2.2e-05,0,12838
565,11,43,1.78429,0.007038,5,12843
566,11,43,1.772514,0.011776,4,12847
567,11,43,1.761661,0.010854,2,12849
568,11,43,1.746469,0.015191,3,12852
569,11,43,1.740365,0.006104,4,12856
570,11,43,1.729713,0.010652,2,12858
571,11,43,1.714692,0.015021,3,12861
